12965482.806918176,0.0,2000.0001244717591,0.0
12964525.850705048,899.9757788276229,1873.872454472411,183.10810430004315
12963595.142263046,1672.4975089516158,1872.1204955710916,343.04677507980205
12962616.22117823,2402.2110309869377,1971.7441111593264,492.6307222715707
12961526.772999993,3152.32203569941,2161.8275518005676,641.8844551567231
12960269.472934578,3973.8945159880464,2440.1582523739607,799.2813397103753
12958786.739873871,4912.238181430062,2811.2156544364952,972.6133329120792
12957016.601762682,6011.486785773139,3285.084438150011,1169.6340560457043
12954889.130872793,7318.094121786564,3877.0119050092962,1398.5701430609092
12952323.068101237,8883.736264872587,4607.437011294955,1668.5656652475045
12949222.353814546,10767.957551115833,5502.390135323523,1990.1055416665477
12945472.340087201,13040.80349627139,6594.211098851447,2375.4523603270686
12940935.489043763,15785.626783245194,7922.566726228257,2839.1244894157785
12935446.373263631,19102.219787586895,9535.773821593895,3398.4401698404345
12928805.792723523,23110.410432027264,11492.4524439609,4074.1514431399137
12920773.81265772,27954.25169492744,13863.550045163318,4891.192644840976
12911061.511254845,33806.93460541699,16734.79080469704,5879.570377693368
12899321.208351094,40876.55649211383,20209.617093747445,7075.4251056965895
12885134.92975558,49412.877076881676,24412.701628493538,8522.298581698444
12868000.851219557,59715.19057336986,29494.11919568717,10272.646054038963
12847317.467914244,72141.42685832205,35634.27490628204,12389.637363805508
12822365.259047575,87118.56164506082,43049.69003773897,14949.296312279643
12792285.67638944,105154.3541959783,51999.74391974728,18043.03253748898
12756057.398858162,126850.327497522,62794.45688390675,21780.62380306575
12712469.988757577,152915.7413045319,75803.36909627166,26293.707884274256
12660095.392929219,184182.0588891309,91465.5148380678,31739.840386237433
12597258.19739322,221617.04398120192,110300.40032641646,38307.16534181645
12522006.218864914,266337.1113428557,132919.7510113025,46219.7258235821
12432083.95722274,319615.8587664098,160039.5836820414,55743.407371462294
12324912.690610787,382885.80524174875,192491.85947302074,67192.4517170967
12197582.595685164,457729.2508311622,231234.56588492484,80936.39464140257
12046864.187516456,545852.9135699178,277358.54455805186,97407.16139822679
11869248.454430843,649039.7380352453,332088.72700509394,117105.88757147061
11661026.988491796,769070.3091269975,396776.6931863603,140608.816237499
11418424.594318988,907606.1497202277,472880.70960689016,168571.35339654854
11137796.379238585,1066028.5800378649,561928.7940501216,201729.053716083
10815897.943756746,1245230.7215230386,665460.1542619314,240893.98750093876
10450229.60430428,1445367.6100606166,784940.9280530424,286944.6646247145
10039442.473709999,1665580.8218440376,921651.9584494431,340807.55303917505
9583775.639566459,1903729.026876619,1076549.7874719608,403428.3531276159
9085471.632485468,2156172.1183614074,1250107.337990127,475731.7182056517
8549096.82401973,2417669.2464121515,1442147.5644240063,558569.1721867663
7981682.2104127975,2681453.3741468773,1651690.6056184692,652656.6168645102
7392607.227056108,2939529.9213818107,1876840.7164298163,758504.9421749191
6793181.091210111,3183211.1993500586,2114740.972280011,876349.5442024728
6195931.452294312,3403845.689195851,2361619.1634145146,1006086.5021379755
5613677.025015574,3593645.079365831,2612936.5596084055,1147224.1430528425
5058518.840516166,3746471.9138319157,2863633.856822388,1298858.1958721832
4540912.198571246,3858444.480839052,3108449.639555333,1459676.4880770217
4068966.1436544023,3928249.7446996346,3342271.4808140374,1627995.4378745777
3648063.42779461,3957120.191725287,3560473.0102992128,1801826.177223542
3280820.4674928887,3948504.4593354743,3759193.881512098,1978963.9987021913
2967338.4529516893,3907520.41076798,3935532.074381535,2157091.868941448
2705652.7020292864,3840307.3134938143,4087635.249716106,2333887.5418034457
2492274.472546635,3753388.9584762766,4214694.9920849595,2507124.383934781
2322732.761457691,3653131.198871535,4316860.8406833485,2674758.006030078
2192051.630074355,3545339.47414933,4395098.154516464,2834993.5483025042
2095129.523897217,3435006.680741921,4451015.246976417,2986331.355427099
2027012.8108346758,3326196.3696921314,4486682.32802529,3127591.298490557
1983072.904574105,3222032.4945215597,4504459.529439069,3257917.8785079205
1959105.028203183,3124763.0094248336,4506845.369190693,3376769.4002239453
1951368.9435710611,3035867.245620302,4496351.613648677,3483895.004202615
1956590.3036831352,2956182.9365848266,4475406.23146484,3579303.3353098542
1971937.7747918644,2886035.593710396,4446283.1648795195,3663226.273660876
1994987.1477058767,2825359.188922651,4411055.858491784,3736080.611922344
2023680.1079300523,2773802.111385219,4371570.6378463395,3798429.949881045
2056282.492305149,2730815.990671108,4329435.8479012875,3850948.476165112
2091344.7744674203,2695727.363712385,4286022.900895618,3894387.7679672334
2127666.1001329934,2667793.5668297713,4242475.8529771725,3929547.2871027184
2164262.293171136,2646244.929464557,4199726.692982799,3957248.891424163
2200337.731597608,2630315.568884143,4158514.0965725933,3978315.409988311
2235260.727804628,2619265.0184326163,4119403.9230049658,3993553.137800446
2268541.946388557,2612392.6975104036,4082810.1848698203,4003737.978273875
2299815.3889444666,2609046.937848901,4049015.594947803,4009604.8853014857
2328821.5227227476,2608629.97334417,4018191.091314235,4011840.219661503
2355392.1997879767,2610600.011817431,3990413.969750227,4011076.625687021
2379437.0874680295,2614471.2528392514,3965684.4217948867,4007890.0449404884
2400931.3994215047,2619812.5023176353,3943940.398177792,4002798.507125724
2419904.7746709166,2626244.8619315214,3925070.8010616377,3996262.3693785807
2436431.197727602,2633438.836332212,3908927.063431666,3988685.7095511756
2450619.886651836,2641111.098363129,3895333.2075881897,3980418.614439501
2462607.0987767885,2649021.076875125,3884094.4930939344,3971760.1382968077
2472548.8176082578,2656967.477685783,3875004.7724429513,3962961.7393056634
2480614.290984676,2664784.810978769,3867852.673748028,3954231.031331183
2486980.391788959,2672339.973747916,3862426.726524845,3945735.7149809347
2491826.770025724,2679528.9202477494,3858519.5410442133,3937607.5757249678
2495331.760366927,2686273.4439901155,3855931.1449826364,3929946.4577029757
2497669.0035245796,2692518.0894270334,3854471.5740209413,3922824.1400701
2499004.733972167,2698227.208437758,3853962.8060802654,3916288.058552463
2499495.681302991,2703382.1749187554,3854240.1222699196,3910364.828550988
2499287.5283575365,2707978.7693708,3855152.97142485,3905063.537889468
2498513.8664526166,2712024.743906827,3856565.409311829,3900378.787371381
2497295.5867196675,2715537.5763207986,3858356.178117008,3896293.46588518
2495740.646696297,2718542.419684774,3860418.4866120107,3892781.2540495726
2493944.1528051062,2721070.2514167097,3862659.546356112,3889808.856464726
2491988.702021306,2723156.222992613,3864999.914370558,3887337.967658177
2489944.9296598774,2724838.2086049016,3867372.6878829007,3885326.980894974
2487872.2145707393,2726155.5482422374,3869722.591972643,3883732.452257034
2485819.497883872,2727147.978020819,3872004.9962635394,3882510.334874423
2483826.1765773296,2727854.738245634,3874184.8922275533,3881616.999992137
2481923.0383549337,2728313.847704898,3876235.8582267193,3881010.062756103
