1733417.6859589117,0.0,2000.000791452849,0.0
1732172.517972485,1168.3918699145524,1893.0298153187018,183.74709264657457
1730957.4982938902,2170.4363681324303,1942.066248396878,347.6858399453738
1729677.2230925658,3115.847414882569,2117.6412309252723,506.97501199109087
1728252.2191063191,4086.2471389499374,2405.895250867469,673.3252542282505
1726609.7363071532,5147.208329431012,2804.159911781551,856.5822019991008
1724677.0940592838,6356.45074898922,3318.3123349318057,1065.8296071599275
1722376.5525986988,7769.621995762989,3961.315397105719,1310.1967587973209
1719621.0347256034,9444.589000832333,4752.5712070804275,1599.4918168486843
1716310.2494004013,11444.842028926778,5717.852552975373,1944.7427680615228
1712326.919389099,13842.399708908306,6889.665512459525,2358.7021398979637
1707532.9202562948,16720.458690880438,8307.952582758639,2856.3552204309044
1701765.2193994694,20175.92658903294,10021.079840320408,3455.4609215419237
1694831.5775812112,24321.892040525407,12087.069862720327,4177.147265907844
1686506.0548581271,29290.00616872615,14575.047619603947,5046.578103907427
1676524.460038539,35232.66360230697,17566.860350817555,6093.7027587010325
1664580.0095128845,42324.76844721637,21158.814101284923,7354.094688978862
1650319.628599145,50764.742987206315,25463.437379207837,8869.877784805652
1633341.5455383973,60774.27902514974,30611.133870736965,10690.728316080827
1613195.0988076632,72596.14384203995,36751.51865162166,12874.925449039778
1589383.9952193263,86489.14519595899,44054.1441722614,15490.40216281772
1561374.5918392676,102719.16051829336,52708.214438783994,18615.719954019583
1528611.0688686848,121544.99920102004,62920.76468771499,22340.85399294469
1490539.5062345113,143197.88481279364,74912.665120488,26767.63058257151
1446642.7090179168,167853.64919462038,88911.7203727247,32009.6081651025
1396486.9266712395,195597.4890623744,105142.12858109348,38191.14243565679
1339780.1376941856,226382.51212197365,123809.70099389247,45445.335940312405
1276439.147095519,259985.37776496276,145082.60253203224,53910.55935785029
1206659.398847483,295964.9957694227,169068.02452310605,63725.26761035234
1130977.566753747,333633.01015801064,195786.16609735184,75020.94374125497
1050313.6324856305,372046.7406775537,225144.10615443625,87913.20743274392
965977.7903909673,410035.0956504566,256913.37307466607,102491.42763427433
879629.7849954903,446264.4598805873,290715.8864933415,118807.55538094515
793185.2107865511,479344.210091979,326022.98596937297,136865.27990246122
708674.3350101967,507961.3600090391,362171.0832786744,156610.90845245423
628071.4842224115,531023.7469228221,398394.9925855946,177927.46301953614
553122.7128556261,547785.0816132639,433876.60652212985,200633.28575934446
485202.2293622613,557926.3556983904,467803.1708223367,224485.93086737586
425222.0900864599,561577.1860464896,499427.03794734704,249191.37267006768
373606.74794999463,559274.92247887,528118.2732787727,274417.74304272694
330328.8201591332,551873.7069931495,553403.0346364575,299812.1249616242
294990.1693383881,540425.2687152507,574983.7132546934,325018.53544203215
266926.46747247956,526055.6044439458,592740.4139971501,349695.2008367888
245314.2173033111,509857.4990621746,606716.4456661184,373529.5247187603
229264.6837807559,492810.91866881173,617092.4252504448,396249.659050352
217896.36960688132,475734.93889911706,624154.2077311391,417632.17051322694
210384.0920902441,459268.3946531724,628259.3778581835,437505.82214876445
205987.0998443367,443872.77654540684,629805.9219482938,455751.888412327
204060.83229153746,429849.81834676675,629205.3737499488,472301.6623621114
204057.36091749932,417366.9011478003,626861.5157744783,487131.90891058644
205518.95052579616,406484.95248251787,623154.782266002,500259.0014760483
208068.14265310453,397185.25940841436,618431.8938445951,511732.3908442505
211396.69087782508,389393.14404481853,612999.9213256239,521627.93050209695
215254.77311454434,382997.60612479225,607123.8581744703,530041.4493365575
219441.23493633224,377866.809357516,601026.8043883434,537082.8380681727
223795.16852973247,373859.74096934724,594891.9676353702,542870.8096159142
228188.85940644596,370834.59294145356,588865.8251113052,547528.4092911594
232521.98692140944,368654.4793757397,583061.9324820044,551179.2879712105
236716.90118380784,367191.0800956249,577564.9977076274,553944.707763304
240714.785013213,366326.73036354076,572434.9495848916,555941.2217887188
244472.522406502,365955.3890069029,567710.8212315972,557278.954105362
247960.1199890982,365982.8290712525,563414.3384433117,558060.3992467015
251158.55648029578,366326.3151561093,559553.1544437647,558379.6606701942
254057.96259494853,366913.96358420607,556123.7091701376,558322.0514010717
256656.05778328545,367683.9262980746,553113.7160108166,557963.9866581871
258956.78998021627,368583.4960757897,550504.294663101,557373.1060312568
260969.14009825882,369568.19778598234,548271.7778848974,556608.5709812251
262706.0647563592,370600.90620506165,546389.2243066364,555721.4914823064
264183.5592573131,371651.0136803459,544827.6706549366,554755.4431577681
265419.82871084765,372693.6590966929,543557.1558595741,553747.043083249
266434.55901675374,373709.02187003795,542547.5474082959,552726.5584552762
267248.28167828056,374681.67995887087,541769.197574926,551718.5275382864
267881.8275412908,375600.02828008356,541193.454180428,550742.3767485614
268355.8649054008,376455.7527558868,540793.047615643,549813.0214734331
268690.51731514145,377243.35498390836,540542.3731137612,548941.4413375527
268905.0559343644,377959.7228290598,540417.6847899058,548135.2231970336
269017.6609024049,378603.74280960375,540397.2157923136,547399.0672460414
269045.24558494,379175.9508051927,540461.2370287734,546735.2533314576
269003.33724508365,379678.21823392564,540592.0653177131,546144.0659536413
268906.00741738937,380113.4713626766,540774.0304302864,545624.1775400114
268765.8451895228,380485.44180163293,540993.4092998051,545172.990459403
268593.96668424504,380798.44648762676,541238.3346413748,544786.9389371171
268400.05427474726,381057.1955955346,541498.6843154834,544461.7525645985
268192.41943685495,381266.62685612566,541765.956958093,544192.6834992901
267978.08361460577,381431.7647293997,542033.138666066,543974.6997402923
267762.87202180276,381557.60281162144,542294.5648557051,543802.6470612343
267551.5158926363,381649.0077661248,542545.7807939225,543671.3822976801
267347.759303113,381710.64298239554,542783.4037301334,543575.8807347218
267154.4672891784,381746.91009990027,543004.9890293633,543511.3203319219
266973.73256863764,381761.9064925702,543208.9022222285,543473.1454669274
266806.9787181618,381759.39680221386,543394.1984454877,543457.1127845005
266655.0581539218,381742.7966359905,543560.5103482932,543459.3216121582
266518.3437085704,381715.16660297173,543707.9451846083,543476.2312542133
266396.8129855269,381679.21495410026,543836.9915015495,543504.667309187
266290.1250035738,381637.30720344867,543948.4355661626,543541.8189771788
266197.6889224872,381591.4812408111,544043.2874480959,543585.2291389697
266118.72486711934,381543.466590356,544122.7164909028,543632.7788019857
266052.31704736175,381494.70662163896,544187.9957577501,543682.667323613
265997.4595096605,381446.38267256884,544240.4549251074,543733.3896430271
265953.094957376,381399.4391945295,544281.4410171651,543783.7115812933
265918.1471474246,381354.6091741941,544312.286320656,543832.6441080892
